Obs,count_tota,HabCode,DepthCode,HabDCode
1,1,1b,10to20,1b10to20
1,1,1b,10to20,1b10to20
1,1,1b,10to20,1b10to20
1,1,1b,10to20,1b10to20
1,1,1b,10to20,1b10to20
1,1,1b,10to20,1b10to20
1,1,1b,10to20,1b10to20
1,1,1b,10to20,1b10to20
1,2,1b,10to20,1b10to20
1,1,1b,10to20,1b10to20
1,1,1b,10to20,1b10to20
1,1,1b,10to20,1b10to20
1,1,1b,10to20,1b10to20
1,1,1b,10to20,1b10to20
1,1,1b,10to20,1b10to20
1,1,1b,10to20,1b10to20
1,2,1b,10to20,1b10to20
1,1,1b,20to50,1b20to50
1,1,1b,20to50,1b20to50
1,1,1n,0to5,1n0to5
1,3,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,8,1n,0to5,1n0to5
1,4,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,3,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,2,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,0,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,3,1n,0to5,1n0to5
1,2,1n,0to5,1n0to5
1,5,1n,0to5,1n0to5
1,7,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,3,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,2,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,7,1n,0to5,1n0to5
1,2,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,14,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,3,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,5,1n,0to5,1n0to5
1,6,1n,0to5,1n0to5
1,2,1n,0to5,1n0to5
1,30,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,4,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,2,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,14,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,3,1n,0to5,1n0to5
1,11,1n,0to5,1n0to5
1,2,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,1,1n,0to5,1n0to5
1,2,1n,0to5,1n0to5
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,3,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,6,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,40,1n,5to10,1n5to10
1,3,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,4,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,4,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,3,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,3,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,3,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,3,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,3,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,5,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,3,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,10,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,35,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,3,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,4,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,3,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,32,1n,5to10,1n5to10
1,45,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,16,1n,5to10,1n5to10
1,16,1n,5to10,1n5to10
1,4,1n,5to10,1n5to10
1,6,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,4,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,8,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,5,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,36,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,23,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,45,1n,5to10,1n5to10
1,32,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,5,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,5,1n,5to10,1n5to10
1,5,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,4,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,4,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,198,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,5,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,3,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,0,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,0,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,3,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,6,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,19,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,3,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,32,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,16,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,20,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,2,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,5to10,1n5to10
1,1,1n,10to20,1n10to20
1,3,1n,10to20,1n10to20
1,10,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,3,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,3,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,6,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,3,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,7,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,4,1n,10to20,1n10to20
1,30,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,3,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,3,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,10,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
1,2,1n,10to20,1n10to20
1,1,1n,10to20,1n10to20
