"Block","Area","Year","Mean","lower","upper","Density","DensityLO","DensityHI"
"2",33.295080288,2037,7.78,2,18,0.235470223594133,0.0600689345903403,0.540620411313062
"2",33.295080288,2038,8.321,2,19,0.24910587174614,0.0600689345903403,0.570654878608233
"2",33.295080288,2039,8.777,3,21,0.26135993440257,0.0901034018855104,0.630723813198573
"2",33.295080288,2040,9.262,3,23,0.2773382710036,0.0901034018855104,0.690792747788913
"2",33.295080288,2041,10.219,3,26,0.304969980915156,0.0901034018855104,0.780896149674424
"2",33.295080288,2042,11.167,3,29,0.330619415985232,0.0901034018855104,0.870999551559934
"3",17.56893218,2018,0,0,0,0,0,0
"3",17.56893218,2019,0,0,1,0,0,0.05691865559925
"3",17.56893218,2020,0,0,1,0,0,0.05691865559925
"3",17.56893218,2021,0,0,1,0,0,0.05691865559925
"3",17.56893218,2022,0,0,1,0,0,0.05691865559925
"3",17.56893218,2023,0,0,1,0,0,0.05691865559925
"3",17.56893218,2024,0,0,1,0,0,0.05691865559925
"3",17.56893218,2025,0,0,1,0,0,0.05691865559925
"3",17.56893218,2026,0,0,1,0,0,0.05691865559925
"3",17.56893218,2027,0.007,0,0,0.000683023867191,0,0
"3",17.56893218,2028,0.06,0,0,0.003187444713558,0,0
"3",17.56893218,2029,0.232,0,2,0.0142296638998125,0,0.1138373111985
"3",17.56893218,2030,0.566,0,4,0.0349480545379395,0,0.227674622397
"3",17.56893218,2031,1.079,0,5,0.065114942005542,0,0.28459327799625
"3",17.56893218,2032,1.833,0,6,0.109056144128163,0,0.3415119335955
"3",17.56893218,2033,2.591,0,8,0.152428159694791,0,0.455349244794
"3",17.56893218,2034,3.304,0,9,0.189994472390295,0,0.51226790039325
"3",17.56893218,2035,3.782,1,9,0.220844383725088,0.05691865559925,0.51226790039325
"3",17.56893218,2036,4.502,1,11,0.259776744154975,0.05691865559925,0.62610521159175
"3",17.56893218,2037,4.88,1,11,0.284024091440256,0.05691865559925,0.62610521159175
"3",17.56893218,2038,5.479,1,13,0.314077141596659,0.05691865559925,0.73994252279025
"3",17.56893218,2039,6.164,1,15,0.350277406557782,0.05691865559925,0.85377983398875
"3",17.56893218,2040,6.642,1,16,0.377826035867819,0.05691865559925,0.910698489587999
"3",17.56893218,2041,7.165,1,17,0.40662687560104,0.05691865559925,0.96761714518725
"3",17.56893218,2042,7.711,1,19,0.437021437691039,0.05691865559925,1.08145445638575
"4",30.135827599,2018,0,0,0,0,0,0
"4",30.135827599,2019,0,0,1,0,0,0.0331830940004841
"4",30.135827599,2020,0,0,1,0,0,0.0331830940004841
"4",30.135827599,2021,0,0,1,0,0,0.0331830940004841
"4",30.135827599,2022,0,0,1,0,0,0.0331830940004841
"4",30.135827599,2023,0,0,1,0,0,0.0331830940004841
"4",30.135827599,2024,0.004,0,0,6.63661880009682e-05,0,0
"4",30.135827599,2025,0.017,0,0,0.000331830940004841,0,0
"4",30.135827599,2026,0.03,0,0,0.000796394256011618,0,0
"4",30.135827599,2027,0.126,0,1,0.00384923890405616,0,0.0331830940004841
"4",30.135827599,2028,0.396,0,3,0.0127423080961859,0,0.0995492820014523
"4",30.135827599,2029,1.017,0,4,0.0330503616244822,0,0.132732376001936
"4",30.135827599,2030,1.714,0,6,0.0572076540568346,0,0.199098564002905
"4",30.135827599,2031,2.505,0,7,0.082891368813209,0,0.232281658003389
"4",30.135827599,2032,3.346,0,8,0.108774182133586,0,0.265464752003873
"4",30.135827599,2033,3.994,1,9,0.129214968037884,0.0331830940004841,0.298647846004357
"4",30.135827599,2034,4.583,1,11,0.151049443890203,0.0331830940004841,0.365014034005325
"4",30.135827599,2035,5.021,1,12,0.163260822482381,0.0331830940004841,0.398197128005809
"4",30.135827599,2036,5.369,1,13,0.173945778750536,0.0331830940004841,0.431380222006293
"4",30.135827599,2037,5.684,1,14,0.188479973922749,0.0331830940004841,0.464563316006777
"4",30.135827599,2038,6.043,1,15,0.199430394942908,0.0331830940004841,0.497746410007261
"4",30.135827599,2039,6.588,1,17,0.217880195207177,0.0331830940004841,0.56411259800823
"4",30.135827599,2040,7.196,2,18,0.238055516359472,0.0663661880009682,0.597295692008714
"4",30.135827599,2041,7.842,2,21,0.260354555527797,0.0663661880009682,0.696844974010166
"4",30.135827599,2042,8.522,2,23,0.283582721328136,0.0663661880009682,0.763211162011134
"5",11.38586405,2018,0,0,0,0,0,0
"5",11.38586405,2019,0,0,1,0,0,0.0878282048343973
"5",11.38586405,2020,0,0,1,0,0,0.0878282048343973
"5",11.38586405,2021,0,0,1,0,0,0.0878282048343973
"5",11.38586405,2022,0,0,1,0,0,0.0878282048343973
"5",11.38586405,2023,0,0,1,0,0,0.0878282048343973
"5",11.38586405,2024,0,0,1,0,0,0.0878282048343973
"5",11.38586405,2025,0,0,1,0,0,0.0878282048343973
"5",11.38586405,2026,0,0,1,0,0,0.0878282048343973
"5",11.38586405,2027,0,0,1,0,0,0.0878282048343973
"5",11.38586405,2028,0.002,0,0,0.000175656409668795,0,0
"5",11.38586405,2029,0.022,0,0,0.00122959486768156,0,0
"5",11.38586405,2030,0.091,0,1,0.0064992871577454,0,0.0878282048343973
"5",11.38586405,2031,0.226,0,2,0.0186195794248922,0,0.175656409668795
"5",11.38586405,2032,0.511,0,3,0.0442654152365363,0,0.263484614503192
"5",11.38586405,2033,0.969,0,4,0.0829098253636711,0,0.351312819337589
"5",11.38586405,2034,1.593,0,6,0.13841725081901,0,0.526969229006384
"5",11.38586405,2035,2.259,0,7,0.197964773696731,0,0.614797433840781
"5",11.38586405,2036,2.927,0,8,0.255580076068095,0,0.702625638675178
"5",11.38586405,2037,3.56,0,9,0.307750029739726,0,0.790453843509575
"5",11.38586405,2038,4.18,0,11,0.36835149107546,0,0.96611025317837
"5",11.38586405,2039,4.553,1,12,0.40910377811862,0.0878282048343973,1.05393845801277
"5",11.38586405,2040,5.071,1,13,0.451085660029462,0.0878282048343973,1.14176666284716
"5",11.38586405,2041,5.749,1,15,0.512038434184533,0.0878282048343973,1.31742307251596
"5",11.38586405,2042,6.342,1,16,0.556479505830738,0.0878282048343973,1.40525127735036
"6",21.604887639,2018,0,0,0,0,0,0
"6",21.604887639,2019,0,0,1,0,0,0.046285822759608
"6",21.604887639,2020,0,0,1,0,0,0.046285822759608
"6",21.604887639,2021,0,0,1,0,0,0.046285822759608
"6",21.604887639,2022,0,0,1,0,0,0.046285822759608
"6",21.604887639,2023,0,0,1,0,0,0.046285822759608
"6",21.604887639,2024,0,0,1,0,0,0.046285822759608
"6",21.604887639,2025,0,0,1,0,0,0.046285822759608
"6",21.604887639,2026,0,0,1,0,0,0.046285822759608
"6",21.604887639,2027,0,0,1,0,0,0.046285822759608
"6",21.604887639,2028,0,0,1,0,0,0.046285822759608
"6",21.604887639,2029,0,0,1,0,0,0.046285822759608
"6",21.604887639,2030,0.001,0,0,9.2571645519216e-05,0,0
"6",21.604887639,2031,0.01,0,0,0.00092571645519216,0,0
"6",21.604887639,2032,0.049,0,0,0.00268457772005726,0,0
"6",21.604887639,2033,0.109,0,1,0.00564687037667218,0,0.046285822759608
"6",21.604887639,2034,0.285,0,2,0.0139783184734016,0,0.092571645519216
"6",21.604887639,2035,0.557,0,3,0.0273086354281687,0,0.138857468278824
"6",21.604887639,2036,0.909,0,4,0.0451749630133775,0,0.185143291038432
"6",21.604887639,2037,1.451,0,5,0.0680401594566238,0,0.23142911379804
"6",21.604887639,2038,2.124,0,7,0.100810521970426,0,0.324000759317256
"6",21.604887639,2039,2.909,0,9,0.135524889040132,0,0.416572404836472
"6",21.604887639,2040,3.69,0,11,0.173201548766452,0,0.509144050355688
"6",21.604887639,2041,4.492,1,12,0.206805056089927,0.046285822759608,0.555429873115296
"6",21.604887639,2042,5.401,1,14,0.247258865181825,0.046285822759608,0.648001518634512
"7",28.789237647,2018,0,0,0,0,0,0
"7",28.789237647,2019,0,0,1,0,0,0.0347352025177438
"7",28.789237647,2020,0,0,1,0,0,0.0347352025177438
"7",28.789237647,2021,0,0,1,0,0,0.0347352025177438
"7",28.789237647,2022,0,0,1,0,0,0.0347352025177438
"7",28.789237647,2023,0,0,1,0,0,0.0347352025177438
"7",28.789237647,2024,0,0,1,0,0,0.0347352025177438
"7",28.789237647,2025,0,0,1,0,0,0.0347352025177438
"7",28.789237647,2026,0,0,1,0,0,0.0347352025177438
"7",28.789237647,2027,0,0,1,0,0,0.0347352025177438
"7",28.789237647,2028,0,0,1,0,0,0.0347352025177438
"7",28.789237647,2029,0,0,1,0,0,0.0347352025177438
"7",28.789237647,2030,0.011,0,0,0.000486292835248414,0,0
"7",28.789237647,2031,0.028,0,0,0.000972585670496828,0,0
"7",28.789237647,2032,0.138,0,1,0.00486292835248414,0,0.0347352025177438
"7",28.789237647,2033,0.347,0,2,0.01139314642582,0,0.0694704050354877
"7",28.789237647,2034,0.601,0,3,0.0225778816365335,0,0.104205607553232
"7",28.789237647,2035,1.02,0,4,0.0370971962889504,0,0.138940810070975
"7",28.789237647,2036,1.587,0,5,0.0548816199780353,0,0.173676012588719
"7",28.789237647,2037,2.087,0,7,0.072943925287262,0,0.243146417624207
"7",28.789237647,2038,2.75,0,8,0.0944102804432274,0,0.277881620141951
"7",28.789237647,2039,3.511,0,10,0.119141744635861,0,0.347352025177438
"7",28.789237647,2040,4.045,0,11,0.139843925336436,0,0.382087227695182
"7",28.789237647,2041,4.709,0,13,0.163463863048501,0,0.45155763273067
"7",28.789237647,2042,5.266,1,14,0.183888162128935,0.0347352025177438,0.486292835248414
"8",7.328228233,2018,0,0,0,0,0,0
"8",7.328228233,2019,0,0,1,0,0,0.136458632046538
"8",7.328228233,2020,0,0,1,0,0,0.136458632046538
"8",7.328228233,2021,0,0,1,0,0,0.136458632046538
"8",7.328228233,2022,0,0,1,0,0,0.136458632046538
"8",7.328228233,2023,0,0,1,0,0,0.136458632046538
"8",7.328228233,2024,0,0,1,0,0,0.136458632046538
"8",7.328228233,2025,0,0,1,0,0,0.136458632046538
"8",7.328228233,2026,0,0,1,0,0,0.136458632046538
"8",7.328228233,2027,0,0,1,0,0,0.136458632046538
"8",7.328228233,2028,0,0,1,0,0,0.136458632046538
"8",7.328228233,2029,0,0,1,0,0,0.136458632046538
"8",7.328228233,2030,0,0,1,0,0,0.136458632046538
"8",7.328228233,2031,0,0,1,0,0,0.136458632046538
"8",7.328228233,2032,0,0,1,0,0,0.136458632046538
"8",7.328228233,2033,0,0,1,0,0,0.136458632046538
"8",7.328228233,2034,0,0,1,0,0,0.136458632046538
"8",7.328228233,2035,0,0,1,0,0,0.136458632046538
"8",7.328228233,2036,0.008,0,0,0.00245625537683769,0,0
"8",7.328228233,2037,0.032,0,0,0.00600417981004768,0,0
"8",7.328228233,2038,0.068,0,1,0.0128271114123746,0,0.136458632046538
"8",7.328228233,2039,0.185,0,1,0.0300208990502384,0,0.136458632046538
"8",7.328228233,2040,0.343,0,2,0.0524001147058707,0,0.272917264093076
"8",7.328228233,2041,0.583,0,3,0.0881522763020638,0,0.409375896139615
"8",7.328228233,2042,0.99,0,5,0.140279473743841,0,0.682293160232691
"9",13.85595721,2018,0,0,0,0,0,0
"9",13.85595721,2019,0,0,1,0,0,0.0721711235711878
"9",13.85595721,2020,0,0,1,0,0,0.0721711235711878
"9",13.85595721,2021,0,0,1,0,0,0.0721711235711878
"9",13.85595721,2022,0,0,1,0,0,0.0721711235711878
"9",13.85595721,2023,0,0,1,0,0,0.0721711235711878
"9",13.85595721,2024,0,0,1,0,0,0.0721711235711878
"9",13.85595721,2025,0,0,1,0,0,0.0721711235711878
"9",13.85595721,2026,0,0,1,0,0,0.0721711235711878
"9",13.85595721,2027,0,0,1,0,0,0.0721711235711878
"9",13.85595721,2028,0,0,1,0,0,0.0721711235711878
"9",13.85595721,2029,0,0,1,0,0,0.0721711235711878
"9",13.85595721,2030,0,0,1,0,0,0.0721711235711878
"9",13.85595721,2031,0.001,0,0,0.000144342247142376,0,0
"9",13.85595721,2032,0.001,0,0,0.000144342247142376,0,0
"9",13.85595721,2033,0.006,0,0,0.000577368988569502,0,0
"9",13.85595721,2034,0.019,0,0,0.00158776471856613,0,0
"9",13.85595721,2035,0.068,0,1,0.00476329415569839,0,0.0721711235711878
"9",13.85595721,2036,0.151,0,1,0.0108256685356782,0,0.0721711235711878
"9",13.85595721,2037,0.311,0,2,0.0228060750484953,0,0.144342247142376
"9",13.85595721,2038,0.624,0,3,0.0430139896484279,0,0.216513370713563
"9",13.85595721,2039,1.034,0,5,0.0707277010997641,0,0.360855617855939
"9",13.85595721,2040,1.522,0,6,0.105514182661077,0,0.433026741427127
"9",13.85595721,2041,2.025,0,7,0.141744086693813,0,0.505197864998314
"9",13.85595721,2042,2.689,0,8,0.191109135216505,0,0.577368988569502
"10",9.677803186,2018,0,0,0,0,0,0
"10",9.677803186,2019,0,0,1,0,0,0.103329235032038
"10",9.677803186,2020,0,0,1,0,0,0.103329235032038
"10",9.677803186,2021,0,0,1,0,0,0.103329235032038
"10",9.677803186,2022,0,0,1,0,0,0.103329235032038
"10",9.677803186,2023,0,0,1,0,0,0.103329235032038
"10",9.677803186,2024,0,0,1,0,0,0.103329235032038
"10",9.677803186,2025,0,0,1,0,0,0.103329235032038
"10",9.677803186,2026,0,0,1,0,0,0.103329235032038
"10",9.677803186,2027,0,0,1,0,0,0.103329235032038
"10",9.677803186,2028,0,0,1,0,0,0.103329235032038
"10",9.677803186,2029,0,0,1,0,0,0.103329235032038
"10",9.677803186,2030,0,0,1,0,0,0.103329235032038
"10",9.677803186,2031,0,0,1,0,0,0.103329235032038
"10",9.677803186,2032,0,0,1,0,0,0.103329235032038
"10",9.677803186,2033,0,0,1,0,0,0.103329235032038
"10",9.677803186,2034,0,0,1,0,0,0.103329235032038
"10",9.677803186,2035,0,0,1,0,0,0.103329235032038
"10",9.677803186,2036,0,0,1,0,0,0.103329235032038
"10",9.677803186,2037,0,0,1,0,0,0.103329235032038
"10",9.677803186,2038,0,0,1,0.000413316940128152,0,0.103329235032038
"10",9.677803186,2039,0.006,0,0,0.00103329235032038,0,0
"10",9.677803186,2040,0.015,0,0,0.00289321858089706,0,0
"10",9.677803186,2041,0.036,0,0,0.00578643716179413,0,0
"10",9.677803186,2042,0.1,0,1,0.016326019135062,0,0.103329235032038
"11",54.746543036,2018,0,0,0,0,0,0
"11",54.746543036,2019,0,0,1,0,0,0.0182659935138265
"11",54.746543036,2020,0,0,1,0,0,0.0182659935138265
"11",54.746543036,2021,0,0,1,0,0,0.0182659935138265
"11",54.746543036,2022,0,0,1,0,0,0.0182659935138265
"11",54.746543036,2023,0,0,1,0,0,0.0182659935138265
"11",54.746543036,2024,0,0,1,0,0,0.0182659935138265
"11",54.746543036,2025,0,0,1,0,0,0.0182659935138265
"11",54.746543036,2026,0,0,1,0,0,0.0182659935138265
"11",54.746543036,2027,0,0,1,0,0,0.0182659935138265
"11",54.746543036,2028,0,0,1,0,0,0.0182659935138265
"11",54.746543036,2029,0,0,1,0,0,0.0182659935138265
"11",54.746543036,2030,0,0,1,0,0,0.0182659935138265
"11",54.746543036,2031,0,0,1,0,0,0.0182659935138265
"11",54.746543036,2032,0,0,1,0,0,0.0182659935138265
"11",54.746543036,2033,0,0,1,0,0,0.0182659935138265
"11",54.746543036,2034,0,0,1,0,0,0.0182659935138265
"11",54.746543036,2035,0,0,1,0,0,0.0182659935138265
"11",54.746543036,2036,0.001,0,0,3.6531987027653e-05,0,0
"11",54.746543036,2037,0.004,0,0,0.000109595961082959,0,0
"11",54.746543036,2038,0.009,0,0,0.000255723909193571,0,0
"11",54.746543036,2039,0.026,0,0,0.000547979805414795,0,0
"11",54.746543036,2040,0.07,0,1,0.00153434345516143,0,0.0182659935138265
"11",54.746543036,2041,0.144,0,1,0.00314175088437816,0,0.0182659935138265
"11",54.746543036,2042,0.325,0,2,0.0059912458725351,0,0.036531987027653
"12",18.969038279,2018,0,0,0,0,0,0
"12",18.969038279,2019,0,0,1,0,0,0.0527174854777465
"12",18.969038279,2020,0,0,1,0,0,0.0527174854777465
"12",18.969038279,2021,0,0,1,0,0,0.0527174854777465
"12",18.969038279,2022,0,0,1,0,0,0.0527174854777465
"12",18.969038279,2023,0,0,1,0,0,0.0527174854777465
"12",18.969038279,2024,0,0,1,0,0,0.0527174854777465
"12",18.969038279,2025,0,0,1,0,0,0.0527174854777465
"12",18.969038279,2026,0,0,1,0,0,0.0527174854777465
"12",18.969038279,2027,0,0,1,0,0,0.0527174854777465
"12",18.969038279,2028,0,0,1,0,0,0.0527174854777465
"12",18.969038279,2029,0,0,1,0,0,0.0527174854777465
"12",18.969038279,2030,0,0,1,0,0,0.0527174854777465
"12",18.969038279,2031,0,0,1,0,0,0.0527174854777465
"12",18.969038279,2032,0,0,1,0,0,0.0527174854777465
"12",18.969038279,2033,0,0,1,0,0,0.0527174854777465
"12",18.969038279,2034,0,0,1,0,0,0.0527174854777465
"12",18.969038279,2035,0,0,1,0,0,0.0527174854777465
"12",18.969038279,2036,0,0,1,0,0,0.0527174854777465
"12",18.969038279,2037,0,0,1,0,0,0.0527174854777465
"12",18.969038279,2038,0,0,1,0,0,0.0527174854777465
"12",18.969038279,2039,0,0,1,0,0,0.0527174854777465
"12",18.969038279,2040,0,0,1,0,0,0.0527174854777465
"12",18.969038279,2041,0,0,1,0,0,0.0527174854777465
"12",18.969038279,2042,0.003,0,0,0.000421739883821972,0,0
"13",27.193312989,2018,0,0,0,0,0,0
"13",27.193312989,2019,0,0,1,0,0,0.0367737465605795
"13",27.193312989,2020,0,0,1,0,0,0.0367737465605795
"13",27.193312989,2021,0,0,1,0,0,0.0367737465605795
"13",27.193312989,2022,0,0,1,0,0,0.0367737465605795
"13",27.193312989,2023,0,0,1,0,0,0.0367737465605795
"13",27.193312989,2024,0,0,1,0,0,0.0367737465605795
"13",27.193312989,2025,0,0,1,0,0,0.0367737465605795
"13",27.193312989,2026,0,0,1,0,0,0.0367737465605795
"13",27.193312989,2027,0,0,1,0,0,0.0367737465605795
"13",27.193312989,2028,0,0,1,0,0,0.0367737465605795
"13",27.193312989,2029,0,0,1,0,0,0.0367737465605795
"13",27.193312989,2030,0,0,1,0,0,0.0367737465605795
"13",27.193312989,2031,0,0,1,0,0,0.0367737465605795
"13",27.193312989,2032,0,0,1,0,0,0.0367737465605795
"13",27.193312989,2033,0,0,1,0,0,0.0367737465605795
"13",27.193312989,2034,0,0,1,0,0,0.0367737465605795
"13",27.193312989,2035,0,0,1,0,0,0.0367737465605795
"13",27.193312989,2036,0,0,1,0,0,0.0367737465605795
"13",27.193312989,2037,0,0,1,0,0,0.0367737465605795
"13",27.193312989,2038,0,0,1,0,0,0.0367737465605795
"13",27.193312989,2039,0,0,1,0,0,0.0367737465605795
"13",27.193312989,2040,0,0,1,0,0,0.0367737465605795
"13",27.193312989,2041,0.001,0,0,7.3547493121159e-05,0,0
"13",27.193312989,2042,0,0,1,0,0,0.0367737465605795
"14",34.973712025,2018,0,0,0,0,0,0
"14",34.973712025,2019,0,0,1,0,0,0.0285929042729344
"14",34.973712025,2020,0,0,1,0,0,0.0285929042729344
"14",34.973712025,2021,0,0,1,0,0,0.0285929042729344
"14",34.973712025,2022,0,0,1,0,0,0.0285929042729344
"14",34.973712025,2023,0,0,1,0,0,0.0285929042729344
"14",34.973712025,2024,0,0,1,0,0,0.0285929042729344
"14",34.973712025,2025,0,0,1,0,0,0.0285929042729344
"14",34.973712025,2026,0,0,1,0,0,0.0285929042729344
"14",34.973712025,2027,0,0,1,0,0,0.0285929042729344
"14",34.973712025,2028,0,0,1,0,0,0.0285929042729344
"14",34.973712025,2029,0,0,1,0,0,0.0285929042729344
"14",34.973712025,2030,0,0,1,0,0,0.0285929042729344
"14",34.973712025,2031,0,0,1,0,0,0.0285929042729344
"14",34.973712025,2032,0,0,1,0,0,0.0285929042729344
"14",34.973712025,2033,0,0,1,0,0,0.0285929042729344
"14",34.973712025,2034,0,0,1,0,0,0.0285929042729344
"14",34.973712025,2035,0,0,1,0,0,0.0285929042729344
"14",34.973712025,2036,0,0,1,0,0,0.0285929042729344
"14",34.973712025,2037,0,0,1,0,0,0.0285929042729344
"14",34.973712025,2038,0,0,1,0,0,0.0285929042729344
"14",34.973712025,2039,0,0,1,0,0,0.0285929042729344
"14",34.973712025,2040,0,0,1,0,0,0.0285929042729344
"14",34.973712025,2041,0,0,1,0,0,0.0285929042729344
"14",34.973712025,2042,0,0,1,0,0,0.0285929042729344
"15",9.232701359,2018,0,0,0,0,0,0
"15",9.232701359,2019,0,0,1,0,0,0.108310662407076
"15",9.232701359,2020,0,0,1,0,0,0.108310662407076
"15",9.232701359,2021,0,0,1,0,0,0.108310662407076
"15",9.232701359,2022,0,0,1,0,0,0.108310662407076
"15",9.232701359,2023,0,0,1,0,0,0.108310662407076
"15",9.232701359,2024,0,0,1,0,0,0.108310662407076
"15",9.232701359,2025,0,0,1,0,0,0.108310662407076
"15",9.232701359,2026,0,0,1,0,0,0.108310662407076
"15",9.232701359,2027,0,0,1,0,0,0.108310662407076
"15",9.232701359,2028,0,0,1,0,0,0.108310662407076
"15",9.232701359,2029,0,0,1,0,0,0.108310662407076
"15",9.232701359,2030,0,0,1,0,0,0.108310662407076
"15",9.232701359,2031,0,0,1,0,0,0.108310662407076
"15",9.232701359,2032,0,0,1,0,0,0.108310662407076
"15",9.232701359,2033,0,0,1,0,0,0.108310662407076
"15",9.232701359,2034,0,0,1,0,0,0.108310662407076
"15",9.232701359,2035,0,0,1,0,0,0.108310662407076
"15",9.232701359,2036,0,0,1,0,0,0.108310662407076
"15",9.232701359,2037,0,0,1,0,0,0.108310662407076
"15",9.232701359,2038,0,0,1,0,0,0.108310662407076
"15",9.232701359,2039,0,0,1,0,0,0.108310662407076
"15",9.232701359,2040,0,0,1,0,0,0.108310662407076
"15",9.232701359,2041,0,0,1,0,0,0.108310662407076
"15",9.232701359,2042,0,0,1,0,0,0.108310662407076
"16",13.734388653,2018,0,0,0,0,0,0
"16",13.734388653,2019,0,0,1,0,0,0.072809938998018
"16",13.734388653,2020,0,0,1,0,0,0.072809938998018
"16",13.734388653,2021,0,0,1,0,0,0.072809938998018
"16",13.734388653,2022,0,0,1,0,0,0.072809938998018
"16",13.734388653,2023,0,0,1,0,0,0.072809938998018
"16",13.734388653,2024,0,0,1,0,0,0.072809938998018
"16",13.734388653,2025,0,0,1,0,0,0.072809938998018
"16",13.734388653,2026,0,0,1,0,0,0.072809938998018
"16",13.734388653,2027,0,0,1,0,0,0.072809938998018
"16",13.734388653,2028,0,0,1,0,0,0.072809938998018
"16",13.734388653,2029,0,0,1,0,0,0.072809938998018
"16",13.734388653,2030,0,0,1,0,0,0.072809938998018
"16",13.734388653,2031,0,0,1,0,0,0.072809938998018
"16",13.734388653,2032,0,0,1,0,0,0.072809938998018
"16",13.734388653,2033,0,0,1,0,0,0.072809938998018
"16",13.734388653,2034,0,0,1,0,0,0.072809938998018
"16",13.734388653,2035,0,0,1,0,0,0.072809938998018
"16",13.734388653,2036,0,0,1,0,0,0.072809938998018
"16",13.734388653,2037,0,0,1,0,0,0.072809938998018
"16",13.734388653,2038,0,0,1,0,0,0.072809938998018
"16",13.734388653,2039,0,0,1,0,0,0.072809938998018
"16",13.734388653,2040,0,0,1,0,0,0.072809938998018
"16",13.734388653,2041,0,0,1,0,0,0.072809938998018
"16",13.734388653,2042,0,0,1,0,0,0.072809938998018
"17",5.47712693,2018,0,0,0,0,0,0
"17",5.47712693,2019,0,0,1,0,0,0.182577474062665
"17",5.47712693,2020,0,0,1,0,0,0.182577474062665
"17",5.47712693,2021,0,0,1,0,0,0.182577474062665
"17",5.47712693,2022,0,0,1,0,0,0.182577474062665
"17",5.47712693,2023,0,0,1,0,0,0.182577474062665
"17",5.47712693,2024,0,0,1,0,0,0.182577474062665
"17",5.47712693,2025,0,0,1,0,0,0.182577474062665
"17",5.47712693,2026,0,0,1,0,0,0.182577474062665
"17",5.47712693,2027,0,0,1,0,0,0.182577474062665
"17",5.47712693,2028,0,0,1,0,0,0.182577474062665
